 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
2-(methyl(phenyl)amino)ethanol;;;M2410;;34.421;fridge;top;;;CN(CCO)C1=CC=CC=C1
N-(2-azidoethyl)-N-methylaniline;;;;;34.421;fridge;top;;;CN(CCN=[N+]=[N-])C1=CC=CC=C1
2-(methyl(phenyl)amino)acetic acid;;;N1362;;34.421;fridge;top;;;CN(CC(O)=O)C1=CC=CC=C1
2-Amino-4-methylpyridine;;2-Amino-4-picoline;;;34.421;fridge;top;;;CC1=CC(N)=NC=C1
5-Bromoindole;;;;500 g;34.428;fridge 1 ;1;;;BrC1=CC=C2NC=CC2=C1
1-(3-Dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride;;EDC;N-(3-Dimethylaminopropyl)-N?-ethylcarbodiimide hydrochloride;500 g;34.428;fridge 1 ;1;;;Cl.CCN=C=NCCCN(C)C
4-(Chloromethyl)-3,5-dimethylisoxazole;;;4-Chloromethyl-3,5-dimethylisoxazole;3 x 100 g;34.428;fridge 1 ;1;;;CC1=C(CCl)C(C)=NO1
Chloroform-d;CDCl3;CDCl3;;;34.428;fridge 1 ;door 3;ABCR;;[2H]C(Cl)(Cl)Cl
Dimethyl sulfoxide-d6;DMSO-d6;DMSO-d6;;2 x 500 g;34.430;fridge 1;door 1;;;C([S](C([2H])([2H])[2H])=O)([2H])([2H])[2H]
1,4-Bis(diphenylphosphino)butane;;dppb;1,4-Butylenebis(diphenylphosphine);10 g;34.428;fridge 1 ;door 4;;;C(CCP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1
rac-BINAP;;2,2'-bis(diphenylphosphino)-1,1'-binaphthalene;(±)-BINAP;1 g;34.428;fridge 1 ;door 4;;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1C1=C2C=CC=CC2=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1
tBuXPhos;;di-tert-butyl(2',4',6'-triisopropyl-[1,1'-biphenyl]-2-yl)phosphine;2-Di-tert-butylphosphino-2?,4?,6?-triisopropylbiphenyl;1 g;34.428;fridge 1 ;door 4;;;CC(C)C1=CC(C(C)C)=C(C(=C1)C(C)C)C1=C(C=CC=C1)P(C(C)(C)C)C(C)(C)C
CyJohnPhos;;[1,1'-biphenyl]-2-yldicyclohexylphosphine;2-(Dicyclohexylphosphino)biphenyl;1 g;34.428;fridge 1 ;door 4;;;C1CCC(CC1)P(C1CCCCC1)C1=C(C=CC=C1)C1=CC=CC=C1
JohnPhos;;[1,1'-biphenyl]-2-yldi-tert-butylphosphine;2-(Di-tert-butylphosphino)biphenyl;1 g;34.428;fridge 1 ;door 4;;;CC(C)(C)P(C1=C(C=CC=C1)C1=CC=CC=C1)C(C)(C)C
RuPhos;;dicyclohexyl(2',6'-diisopropoxy-[1,1'-biphenyl]-2-yl)phosphine;2-Dicyclohexylphosphino-2?,6?-diisopropoxybiphenyl;1 g;34.428;fridge 1 ;door 4;;;CC(C)OC1=CC=CC(OC(C)C)=C1C1=C(C=CC=C1)P(C1CCCCC1)C1CCCCC1
t-BuDavePhos;;2'-(di-tert-butylphosphino)-N,N-dimethyl-[1,1'-biphenyl]-2-amine;2-Di-tert-butylphosphino-2?-(N,N-dimethylamino)biphenyl;1 g;34.428;fridge 1 ;door 4;;;CN(C)C1=C(C=CC=C1)C1=C(C=CC=C1)P(C(C)(C)C)C(C)(C)C
4-((methylimino)methyl)phenol;;SAI-197;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=C(O)C=C1
N-(naphthalen-1-ylmethylene)methanamine;;SN2;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=C2C=CC=CC2=CC=C1
N-(3,4-dimethoxybenzylidene)methanamine;;SN3;Schiff base SAI;;34.428;freezer 1 ;2;;;COC1=C(OC)C=C(C=NC)C=C1
4-((benzylimino)methyl)phenol;;SAI-204;Schiff base SAI;;34.428;freezer 1 ;2;;;OC1=CC=C(C=NCC2=CC=CC=C2)C=C1
N-(thiophen-2-ylmethylene)methanamine;;SAI-240 & SN4;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=CS1
4-((pentylimino)methyl)phenol;;SAI-206;Schiff base SAI;;34.428;freezer 1 ;2;;;CCCCCN=CC1=CC=C(O)C=C1
4-((methylimino)methyl)benzonitrile;;SAI-228;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=C(C=C1)C#N
2,6-dimethoxy-4-((methylimino)methyl)phenol;;SAI-221;Schiff base SAI;;34.428;freezer 1 ;2;;;COC1=CC(C=NC)=CC(OC)=C1O
N,N-dimethyl-4-((methylimino)methyl)aniline;;SAI-229;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=C(C=C1)N(C)C
4-((cyclohexylimino)methyl)phenol;;SAI-205;Schiff base SAI;;34.428;freezer 1 ;2;;;OC1=CC=C(C=NC2CCCCC2)C=C1
N-(2,5-dimethoxybenzylidene)methanamine;;SAI-220;Schiff base SAI;;34.428;freezer 1 ;2;;;COC1=CC(C=NC)=C(OC)C=C1
N-benzylidenemethanamine;;SAI-213 & SN1;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=CC=C1
N-(4-methoxybenzylidene)methanamine;;SAI-7, N-1335;Schiff base SAI;;34.428;freezer 1 ;2;;;COC1=CC=C(C=NC)C=C1
N-(4-bromobenzylidene)methanamine;;SAI-227;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=C(Br)C=C1
N-(4-((triisopropylsilyl)oxy)benzylidene)methanamine;;SAI-36;Schiff base SAI;;34.428;freezer 1 ;2;;;CN=CC1=CC=C(O[Si](C(C)C)(C(C)C)C(C)C)C=C1
4-methoxybenzaldehyde O-methyl oxime;;MID-102;Schiff base MID;;34.428;freezer 1 ;2;;;COC1=CC=C(C=C1)/C=N/OC
4-methoxybenzaldehyde O-(tert-butyldiphenylsilyl) oxime;;MID-99;Schiff base MID;;34.428;freezer 1 ;2;;;COC1=CC=C(/C=N/O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C(C)(C)C)C=C1
N-(pyridin-4-ylmethylene)methanamine;;SAI-214;;;34.428;freezer 1 ;2;;;CN=CC1=CC=NC=C1
diethyl ((phenylsulfonyl)methyl)phosphonate;;M2168;;;34.428;fridge 1 ;3;;;CCOP(=O)(CS(=O)(=O)C1=CC=CC=C1)OCC
tert-butyl (3-(phenylsulfonyl)allyl)carbamate;;M2189.21;;;34.428;fridge 1 ;3;;;CC(C)(C)OC(=O)NCC=CS(=O)(=O)C1=CC=CC=C1
methyl 2-(2-(4-bromophenyl)acetamido)acetate;;SAI-77;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC=C(Br)C=C1
ethyl 2-benzamidoacetate;;;AcylGlycine;;34.428;fridge 1 ;3;;;CCOC(=O)CNC(=O)C1=CC=CC=C1
methyl 2-(2-(naphthalen-1-yl)acetamido)acetate;;SAI-72;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=C2C=CC=CC2=CC=C1
methyl 2-(3-phenylpropanamido)acetate;;SAI-190 SAI-3;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CCC1=CC=CC=C1
methyl 2-(2-(4-fluorophenyl)acetamido)acetate;;SAI-78;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC=C(F)C=C1
methyl 2-(2-([1,1'-biphenyl]-4-yl)acetamido)acetate;;SAI-61;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1
methyl 2-(2-(3,4-dimethoxyphenyl)acetamido)acetate;;SAI-58;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC(OC)=C(OC)C=C1
ethyl 2-(isonicotinamido)acetate;;N36;AcylGlycine;;34.428;fridge 1 ;3;;;CCOC(=O)CNC(=O)C1=CC=NC=C1
methyl 2-(2-(3-methoxyphenyl)acetamido)acetate;;SAI-79;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC(OC)=CC=C1
methyl 2-(2-(4-methoxyphenyl)acetamido)acetate;;SAI-85;AcylGlycine;;34.428;fridge 1 ;3;;;COC(=O)CNC(=O)CC1=CC=C(OC)C=C1
ethyl 2-(2-(p-tolyl)acetamido)acetate;;M1286;;;34.428;fridge 1 ;3;;;CCOC(=O)CNC(=O)CC1=CC=C(C)C=C1
2-(Trimethylsilyl)ethoxymethyl chloride;;SEM-Cl;(2-Chloromethoxyethyl)trimethylsilane;;34.428;fridge 1;1;;;C[Si](C)(C)CCOCCl
2,3,4,5,6-Pentafluorobenzaldehyde;;pentafluorobenzaldehyde;;5 g;34.428;fridge 1;1;;;FC1=C(F)C(F)=C(C=O)C(F)=C1F
2-Methylpyrimidine-5-carbaldehyde;;2-Methyl-pyrimidine-5-carbaldehyde;;5 g;34.428;fridge 1;1;;;CC1=NC=C(C=O)C=N1
4-(Trifluoromethoxy)benzaldehyde;;?,?,?-Trifluoroanisaldehyde;;10 g;34.428;fridge 1;1;;;FC(F)(F)OC1=CC=C(C=O)C=C1
2-Methylpyrimidine-4-carboxaldehyde;;;;1 g;34.428;fridge 1;1;;;CC1=NC(C=O)=CC=N1
5-dimethylamino-thiophene-2-carbaldehyde;;AIBB-006949;;1 g;34.428;fridge 1;1;;;CN(C)C1=CC=C(S1)C=O
5-Piperidin-1-yl-thiophene-2-carbaldehyde;;AIBB-014104;;1 g;34.428;fridge 1;1;;;O=CC1=CC=C(S1)N1CCCCC1
quinoline-6-carbaldehyde;;AIBB-008101;;1 g;34.428;fridge 1;1;;;O=CC1=CC2=CC=CN=C2C=C1
Dibenzo[b,d]furan-2-carboxaldehyde;;AIBB-010214;;1 g;34.428;fridge 1;1;;;O=CC1=CC2=C(OC3=C2C=CC=C3)C=C1
Isoquinoline-5-carboxaldehyde;;AIBB-011852;;1 g;34.428;fridge 1;1;;;O=CC1=CC=CC2=CN=CC=C12
Quinoxaline-5-carboxaldehyde;;AIBB-013286;5-Formylquinoxaline;1 g;34.428;fridge 1;1;;;O=CC1=CC=CC2=NC=CN=C12
2-Quinolinecarboxaldehyde;;AIBB-021283;Quinoline-2-carboxaldehyde;1 g;34.428;fridge 1;1;;;O=CC1=CC=C2C=CC=CC2=N1
N-(2-Formylquinolin-6-yl)acetamide;;AIBB-021974;;1 g;34.428;fridge 1;1;;;CC(=O)NC1=CC2=CC=C(C=O)N=C2C=C1
2-(Dimethylamino)quinoline-3-carboxaldehyde;;AIBB-023331;;1 g;34.428;fridge 1;1;;;CN(C)C1=C(C=O)C=C2C=CC=CC2=N1
3-Quinolinecarboxaldehyde;;AIBB-026370;Quinoline-3-carboxaldehyde;1 g;34.428;fridge 1;1;;;O=CC1=CN=C2C=CC=CC2=C1
benzo[c][1,2,5]oxadiazole-5-carbaldehyde;;2,1,3-benzoxadiazole-5-carbaldehyde;;1 g;34.428;fridge 1;1;;;O=CC1=CC2=NON=C2C=C1
3-Fluoro-4-methoxybenzaldehyde;;;;;34.428;fridge 1;1;;;COC1=C(F)C=C(C=O)C=C1
4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)piridine;;MID 353;pinacol piridineboronate;;34.428;fridge 1;1;;;CC1(C)OB(OC1(C)C)C1=CC=NC=C1
Hydrogen peroxide;H2O2;medical Rushim;;1 L;34.428;fridge 1;1;;;OO
2-Propynylamine;;;propargylamine;;34.428;fridge 1;1;;;NCC#C
N-benzylprop-2-yn-1-amine;;;;;34.428;fridge 1;1;;;C#CCNCC1=CC=CC=C1
3-((4-iodobenzyl)oxy)azetidine;;;;;34.428;fridge 1;1;;;IC(C=C1)=CC=C1COC2CNC2
3-methoxyazetidine hydrochloride;;;;;34.428;fridge 1;1;;;COC1CNC1.Cl
methyl pyrrolidine-3-carboxylate hydrochloride;;;;;34.428;fridge 1;1;;;O=C(OC)C1CNCC1.Cl
pyrrolidin-3-ol;;;;;34.428;fridge 1;1;;;OC1CNCC1
(3,5-bis(trifluoromethyl)phenyl)methanol;;MID 254;;;34.428;fridge 1;1;;;OCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
[2,2'-bithiophene]-5-carbaldehyde;;SA 736;;;34.428;fridge 1;1;;;O=CC1=CC=C(S1)C1=CC=CS1
4-methoxy-6-methyl-2H-pyran-2-one;;;;1.5 g;34.428;fridge 1;1;;;COC1=CC(=O)OC(C)=C1
2-(6-chloropyridin-2-yl)acetic acid;;;;1 g;34.428;fridge 1;1;;;OC(=O)CC1=NC(Cl)=CC=C1
2-(6-bromopyridin-2-yl)acetic acid;;;;1 g;34.428;fridge 1;1;;;OC(=O)CC1=NC(Br)=CC=C1
2-(5-methoxypyridin-2-yl)acetic acid;;;;200 mg;34.428;fridge 1;1;;;COC1=CN=C(CC(O)=O)C=C1
2-(5-methylpyridin-2-yl)acetic acid;;;;100 mg;34.428;fridge 1;1;;;CC1=CN=C(CC(O)=O)C=C1
2-(5-bromopyridin-2-yl)acetic acid;;;;1 g;34.428;fridge 1;1;;;OC(=O)CC1=NC=C(Br)C=C1
ethyl 4-hydroxy-3-nitrobenzoate;;SAI - ?;;20 g;34.428;fridge 1;1;;;CCOC(=O)C1=CC(=C(O)C=C1)[N+]([O-])=O
(4-(dimethylamino)-3-((triisopropylsilyl)oxy)phenyl)methanol;;SAI 150;;1 g;34.428;fridge 1;1;;;CC(C)[Si](OC1=C(C=CC(CO)=C1)N(C)C)(C(C)C)C(C)C
ethyl 3,4-dihydro-2H-benzo[b][1,4]oxazine-6-carboxylate;;SAI 284;;200 mg;34.428;fridge 1;1;;;CCOC(=O)C1=CC=C2OCCNC2=C1
methyl 4-(dimethylamino)-3-hydroxybenzoate;;SAI 146 + SAI 145;;500 mg + 200 mg;34.428;fridge 1;1;;;COC(=O)C1=CC(O)=C(C=C1)N(C)C
n-Butyllithium solution in HEX, 1.6 M;;;BuLi;100 ml;34.428;fridge 1;1;;;[Li]CCCC
n-Butyllithium solution in HEX, 2.5 M;;;BuLi;100 ml;34.428;fridge 1;1;;;[Li]CCCC
Phenylboronic acid pinacol ester;;Pinacol phenylboronate;PhB(pin);4 ml;34.428;fridge 1;1;;;CC1(C)OB(OC1(C)C)C1=CC=CC=C1
2-Chloro-4-hydroxybenzaldehyde;;;Cas 56962-11-9;5 g;34.428;fridge 1;1;;;OC1=CC(Cl)=C(C=O)C=C1
4-Hydroxy-2,5-dimethyl-benzaldehyde;;;Cas 85231-15-8;5 g;34.428;fridge 1;1;;;CC1=CC(C=O)=C(C)C=C1O
2-Methoxy-pyrimidine-5-carbaldehyde;;;Cas 90905-32-1;5 g;34.428;fridge 1;1;;;COC1=NC=C(C=O)C=N1
4-Fluoro-3-(trifluoromethyl)benzaldehyde;;;Cas 67515-60-0;100 g;34.428;fridge 1;1;;;FC1=C(C=C(C=O)C=C1)C(F)(F)F
3-(3,4-dimethoxyphenyl)propiolaldehyde;;3?(3,4?dimethoxyphenyl)prop?2?ynal;;1 g;34.428;fridge 1;1;;;COC1=C(OC)C=C(C=C1)C#CC=O
3-(4-(dimethylamino)phenyl)acrylaldehyde;;;;1 g;34.428;fridge 1;1;;;CN(C)C1=CC=C(C=CC=O)C=C1
3-Pyridinecarboxaldehyde;;Nicotinaldehyde;;2 g;34.428;fridge 1;1;;;O=CC1=CC=CN=C1
2-(Dimethylamino)pyrimidine-5-carbaldehyde;;;;1 g;34.428;fridge 1;1;;;CN(C)C1=NC=C(C=O)C=N1
5,8-dimethoxy-6-methyl-2-naphthaldehyde;;;;0.5 g;34.428;fridge 1;1;;;COC1=CC(C)=C(OC)C2=CC=C(C=O)C=C12
hydrogen peroxide;35%;35%;ABCR;;34.428;fridge 1;2;;;OO
Di-tert-butyl dicarbonate;;;Cas 24424-99-5;5 kg;34.428;fridge 1;2;;;CC(C)(C)OC(=O)OC(=O)OC(C)(C)C
5-Bromoindole;;;Cas 10075-50-0;500 g;34.428;fridge 1;2;;;BrC1=CC=C2NC=CC2=C1
1-(3-Dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride;;EDC;Cas 25952-53-8;500 g;34.428;fridge 1;2;;;Cl.CCN=C=NCCCN(C)C
4-Chloromethyl-3,5-dimethylisoxazole;;;Cas 19788-37-5;300 g;34.428;fridge 1;2;;;CC1=C(CCl)C(C)=NO1
Trifluoromethanesulfonic acid;;Triflic acid;Cas 1493-13-6;500 g;34.428;fridge 1;2;;;OS(=O)(=O)C(F)(F)F
Diisopropyl azodicarboxylate;;DIAD;CAS 2446-83-5;~200 ml + 100 g;34.428;fridge 1;2;? + abcr;;CC(C)OC(=O)\N=N\C(=O)OC(C)C
Methanesulfonyl chloride;MsCl;Methyl sulfonyl chloride;Mesyl chloride;50 ml;34.428;fridge 1;2;;;CS(Cl)(=O)=O
diphenylmethanamine;;Benzhydrylamine;?-Aminodiphenylmethane;~100 + 900 + 1000;34.428;fridge 1;2;?+AK Sci+China;;NC(C1=CC=CC=C1)C1=CC=CC=C1
(R)-2-amino-3-phenylpropan-1-ol;;(R)-(+)-2-Amino-3-phenyl-1-propanol;D-Phenylalaninol;100 g;34.428;fridge 1;box;;;N[C@H](CC1=CC=CC=C1)CO
3,5-difluorophenol;;;CAS 2713-34-0;3 x 25 g;34.428;fridge 1;box;;;OC1=CC(F)=CC(F)=C1
(Benzotriazol-1-yloxy)tris(dimethylamino)phosphonium hexafluorophosphate;;BOP;Castros reagent;;34.428;fridge 1;4;;;F[P-](F)(F)(F)(F)F.CN(C)[P+](ON1N=NC2=CC=CC=C12)(N(C)C)N(C)C
1-(3-Dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride;;;;;34.428;fridge 1;4;;;Cl.CCN=C=NCCCN(C)C
N,N-Dimethylglycine;;(Dimethylamino)acetic acid;;;34.428;fridge 1;4;;;CN(C)CC(O)=O
Phthaldialdehyde;;o-Phthalic dicarboxaldehyde;o-Phthalaldehyde;50 g;34.428;fridge 1;4;;;O=CC1=CC=CC=C1C=O
1-methyl-1H-imidazole-2-carbaldehyde;;;;;34.428;fridge 1;4;;;CN1C=CN=C1C=O
1-Cyclohexylpiperazine;;;;;34.428;fridge 1;4;;;C1CCC(CC1)N1CCNCC1
5-Bromo-1H-indole-3-carbonitrile;;M3085;;;34.428;fridge 1;4;;;BrC1=CC2=C(NC=C2C#N)C=C1
tert-butyl 2-((4-hydroxyphenyl)carbamoyl)pyrrolidine-1-carboxylate;;M3084;;;34.428;fridge 1;4;;;CC(C)(C)OC(=O)N1CCCC1C(=O)NC1=CC=C(O)C=C1
(isocyanatomethyl)benzene;;Benzyl isocyanate;;;34.428;fridge 1;4;;;O=C=NCC1=CC=CC=C1
1-isocyanato-4-methylbenzene;;p-Tolyl isocyanate;;;34.428;fridge 1;4;;;CC1=CC=C(C=C1)N=C=O
isocyanatocyclohexane;;Cyclohexyl isocyanate;;;34.428;fridge 1;4;;;O=C=NC1CCCCC1
1-bromo-4-isocyanatobenzene;;p-bromophenyl isocyanate;;;34.428;fridge 1;4;;;BrC1=CC=C(C=C1)N=C=O
1-isocyanato-4-methoxybenzene;;p-methoxyphenyl isocyanate;;;34.428;fridge 1;4;;;COC1=CC=C(C=C1)N=C=O
4-isocyanatobenzonitrile;;p-nitrophenyl isocyanate;;;34.428;fridge 1;4;;;O=C=NC1=CC=C(C=C1)C#N
1-isocyanato-4-nitrobenzene;;p-cyanophenyl isocyanate;;;34.428;fridge 1;4;;;[O-][N+](=O)C1=CC=C(C=C1)N=C=O
1-isocyanatonaphthalene;;1-napthylisocyanate;;;34.428;fridge 1;4;;;O=C=NC1=C2C=CC=CC2=CC=C1
1,6-diisocyanatohexane;;;Cas 822-06-0;;34.428;fridge 1;4;;;O=C=NCCCCCCN=C=O
diethyl 2,2-bis(hydroxymethyl)malonate;;;;;34.428;fridge 1;4;;;CCOC(=O)C(CO)(CO)C(=O)OCC
N-Cyclohexyl-N?-(2-morpholinoethyl)carbodiimide metho-p-toluenesulfonate;;CME-CDI;;;34.428;fridge 1;4;;;CC1=CC=C(C=C1)S([O-])(=O)=O.C[N+]1(CCN=C=NC2CCCCC2)CCOCC1
2,6-difluorophenol;;;Cas 28177-48-2;;34.428;fridge 1;4;;;OC1=C(F)C=CC=C1F
Pentafluorophenyl trifluoroacetate;;;;;34.428;fridge 1;4;;;FC1=C(F)C(F)=C(OC(=O)C(F)(F)F)C(F)=C1F
2,4-dichlorobenzene-1,3-diol;;;;;34.428;fridge 1;4;;;OC1=C(Cl)C(O)=C(Cl)C=C1
Ethyl chloroformate;;Chloroformic acid ethyl ester;;;34.428;fridge 1;4;;;CCOC(Cl)=O
Methyl chloroformate;;Chloroformic acid methyl ester;;;34.428;fridge 1;4;;;COC(Cl)=O
tert-Butyl hydroperoxide (70% water);tBuOOH;tBuOOH;;~100 ML;34.428;fridge 1;4;ACROS;;CC(C)(C)OO
tert-Butyl hydroperoxide (70% water);tBuOOH;tBuOOH;;100 ML;34.428;fridge 1;4;ALDRICH;;CC(C)(C)OO
3,7-dihydroxy-2-naphthoic acid;;;;;34.428;fridge 1;4;;;OC(=O)C1=C(O)C=C2C=CC(O)=CC2=C1
(4-fluorophenyl)hydrazine hydrochloride;;;;;34.428;fridge 1;4;;;Cl.NNC1=CC=C(F)C=C1
1,2-Dihydroxy-3-methoxybenzene;;3-Methoxypyrocatechol;3-methoxybenzene-1,2-diol;20 g;34.428;fridge 1;4;;;COC1=CC=CC(O)=C1O
2,2,2-trifluoroethyl formate;;;Cas 32042-38-9;;34.428;fridge 1;4;;;FC(F)(F)COC=O
tert-butyl 2-(hydroxymethyl)morpholine-4-carboxylate;;4-Boc-2-hydroxymethyl-morpholine;Cas 135065-69-9;;34.428;fridge 1;4;;;CC(C)(C)OC(=O)N1CCOC(CO)C1
2-bromo-4-(trifluoromethyl)pyridine;;;Cas 175205-81-9;;34.428;fridge 1;4;;;FC(F)(F)C1=CC(Br)=NC=C1
1H-Pyrazole-4-sulfonyl chloride;;;Cas 288148-34-5;;34.428;fridge 1;4;;;ClS(=O)(=O)C1=CNN=C1
1-tert-butyl 3-methyl 4-oxopiperidine-1,3-dicarboxylate;;;;;34.428;fridge 1;4;;;COC(=O)C1CN(CCC1=O)C(=O)OC(C)(C)C
Benzyltriphenylphosphonium chloride;BnPPh3Cl;aKri 3-1;Cas 1100-88-5;;34.428;fridge 1;4;;;[Cl-].C(C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
O-(tert-Butyldiphenylsilyl)hydroxylamine;TBDPSONH2;TBDPSONH2;;;34.428;fridge 1;4;;;CC(C)(C)[Si](ON)(C1=CC=CC=C1)C1=CC=CC=C1
(Z)-tert-butyl N,N'-diisopropylcarbamimidate;;;;;34.428;fridge 1;4;;;CC(C)N\C(OC(C)(C)C)=N\C(C)C
diethyl dicarbonate;O(COOC2H5)2;Diethyl pyrocarbonate;Cas 1609-47-8;;34.428;fridge 1;4;;;CCOC(=O)OC(=O)OCC
4-Phenylazophenol;;(E)-4-(phenyldiazenyl)phenol;Cas 1689-82-3;;34.428;fridge 1;4;SIGMA;;OC1=CC=C(C=C1)N=NC1=CC=CC=C1
4-Phenylazophenol;;(E)-4-(phenyldiazenyl)phenol;;;34.428;fridge 1;4;?;;OC1=CC=C(C=C1)N=NC1=CC=CC=C1
Spermine tetrahydrochloride;;N,N?-Bis(3-aminopropyl)-1,4-butanediamine tetrahydrochloride;N1,N1'-(butane-1,4-diyl)bis(propane-1,3-diamine) tetrahydrochloride;;34.428;fridge 1;4;;;Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN
Spermine;;N,N?-Bis(3-aminopropyl)-1,4-butanediamine tetrahydrochloride;N1,N1'-(butane-1,4-diyl)bis(propane-1,3-diamine);;34.428;fridge 1;4;;;NCCCNCCCCNCCCN
Methyl trifluoroacetate;CF3COOMe;CF3COOMe;;;34.428;fridge 1;4;;;COC(=O)C(F)(F)F
Methanol-d4;CD3OD;CD3OD;;;34.428;fridge 1;Door 3;;;[2H]OC([2H])([2H])[2H]
Acetonitrile-d3;CD3CN;CD3CN;;;34.428;fridge 1;Door 3;;;[2H]C([2H])([2H])C#N
Pyridine-d5;Py-d5;Py-d5;;;34.428;fridge 1;Door 3;;;[2H]C1=NC([2H])=C([2H])C([2H])=C1[2H]
Trifluoroacetic acid-D1;CF3COOD;CF3COOD;;;34.428;fridge 1;Door 3;;;[2H]OC(=O)C(F)(F)F
Acetone-d6;(CD3)2CO;(CD3)2CO;;;34.428;fridge 1;Door 3;;;[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H]
Methanol-d3;CD3OH;CD3OH;;;34.428;fridge 1;Door 3;;;[2H]C([2H])([2H])O
Tetramethylurea;;;Tetramethylurea;1 L;34.427;UZKIY SHKAF;3;;;CN(C)C(=O)N(C)C
1,1,1,3,3,3-Hexafluoro-2-propanol;;;1,1,1,3,3,3-Hexafluoro-2-propanol;200 ml;34.427;UZKIY SHKAF;3;;;OC(C(F)(F)F)C(F)(F)F
1,2-Dichlorobenzene;;;1,2-Dichlorobenzene;100 ml + 1 L;34.427;UZKIY SHKAF;3;;;ClC1=C(Cl)C=CC=C1
Butanone;;;Butanone;50 ml;34.427;UZKIY SHKAF;3;;;CCC(C)=O
Dimethylacetamide;;;Dimethylacetamide;1 L;34.427;UZKIY SHKAF;3;;;CN(C)C(C)=O
2,2,2-Trifluoroethanol;;;2,2,2-Trifluoroethanol;0.5 L;34.427;UZKIY SHKAF;3;;;OCC(F)(F)F
Chlorobenzene;;;Chlorobenzene;100 ml;34.427;UZKIY SHKAF;3;;;ClC1=CC=CC=C1
Sulfolane;;;Sulfolane;100 ml;34.427;UZKIY SHKAF;3;;;O=S1(=O)CCCC1
Dibromomethane;;;Dibromomethane;100 ml;34.427;UZKIY SHKAF;3;;;BrCBr
Hexamethylphosphoramide;HMPA;;Hexamethylphosphoramide;1 L;34.427;UZKIY SHKAF;3;Shit?;;CN(C)P(=O)(N(C)C)N(C)C
2,2,2-Trifluoroethanol;CF3CH2OH;Trifluoroethyl alcohol;2,2,2-Trifluoroethanol;0.5 L;34.427;UZKIY SHKAF;3;;;OCC(F)(F)F
Butan-1-ol;;n-Butanol;n-Butyl alcohol;;34.427;06.ÿםג;5;;;CCCCO
Glycerin;;;;;34.427;06.ÿםג;5;;;OCC(O)CO
dimethyl sulphate;Me2SO4;Dimethyl sulfate;Dimethyl ester of sulfuric acid;;34.427;06.ÿםג;5;;;COS(=O)(=O)OC
Diethyl malonate;;Malonic acid diethyl ester;;;34.427;06.ÿםג;5;;;CCOC(=O)CC(=O)OCC
ethyl 2-bromoacetate;;Ethyl bromoacetate;;;34.427;06.ÿםג;5;;;CCOC(=O)CBr
Mol. sieves powder 4ְ ;MS 4A;MS 4A;;;34.427;06.ÿםג;5;;;[O--].[O--].[O--].[Al+3].[Al+3]
Mol. sieves powder 3ְ ;MS 3A;MS 3A;;;34.427;06.ÿםג;5;;;[O--].[O--].[O--].[Al+3].[Al+3]
Mol. sieves  4ְ ;MS 4A;MS 4A;;;34.427;06.ÿםג;5;;;[O--].[O--].[O--].[Al+3].[Al+3]
Dimethyl carbonate;;;;;34.427;06.ÿםג;5;;;COC(=O)OC
1,1-dimethoxy-N,N-dimethylmethanamine;DMFDMA;DMFDMA;;;34.427;06.ÿםג;5;;;COC(OC)N(C)C
Mesitylene;;1,3,5-Trimethylbenzene;;;34.427;06.ÿםג;5;;;CC1=CC(C)=CC(C)=C1
